Physiographic Division,Physiographic Province,State,USGS Station No.,Site Name,Coordinates,,Drainage Area,, Bankfull Discharge,,Bankfull Width,,Bankfull Depth,,Bankfull Area,,Source
Interior Plains,Great Plains,Montana,06084500,Elk Creek at Augusta,47.4832806,-112.3841898,157.00,406.63,,,50.00,15.24,3.50,1.07,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06085800,Sun River at Simms,47.50245,-111.9324942,1320.00,3418.78,,,180.00,54.86,4.50,1.37,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06087900,Muddy Creek Tributary near Power,47.7557905,-111.7294316,3.15,8.16,,,5.50,1.68,0.60,0.18,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06088500,Muddy Creek at Vaughn,47.56079099,-111.5413629,314.00,813.26,,,60.00,18.29,5.50,1.68,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06089000,Sun River nr Vaughn,47.525075,-111.5116556,1849.00,4788.89,,,255.00,77.72,  ,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06089300,Sun River Tributary nr Great Falls,47.52718026,-111.4019172,21.10,54.65,,,18.00,5.49,0.90,0.27,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06092000,Two Medicine River nr Browning,48.47171667,-112.8037806,317.00,821.03,,,185.00,56.39,6.60,2.01,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06093200,Badger Creek below Four Horns Canal nr Browning,48.3699711,-112.8028434,152.00,393.68,,,95.00,28.96,5.00,1.52,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06095000,Birch Creek nr Dupuyer,48.24190278,-112.653586,105.00,271.95,,,105.00,32.00,5.00,1.52,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06098000,Dupuyer Creek nr Valier,48.23608399,-112.3980977,137.00,354.83,,,33.00,10.06,1.50,0.46,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06099000,Cut Bank Creek at Cut Bank,48.633317,-112.3469963,1041.00,2696.18,,,108.00,32.92,3.40,1.04,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06100200,Heines Coulee Tributary nr Valier,48.24886379,-112.2289244,0.60,1.55,,,4.00,1.22,1.00,0.30,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06100300,Lone Man Coulee nr Valier,48.23636278,-112.2322574,14.10,36.52,,,14.00,4.27,1.60,0.49,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06102200,Marias River Tributary at Loraa,47.94386076,-110.514657,1.62,4.20,,,14.00,4.27,1.40,0.43,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06106000,Deep Creek nr Choteau,47.7520333,-112.2395083,223.00,577.57,,,60.00,18.29,4.00,1.22,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06108000,Teton River nr Dutton,47.93024086,-111.5527635,1307.00,3385.11,,,84.00,25.60,6.00,1.83,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06108200,Kinley Coulee nr Dutton,47.84273865,-111.59165,9.67,25.05,,,17.00,5.18,1.00,0.30,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06109800,South Fork Judith River nr Utica,46.7535637,-110.3232524,58.70,152.03,,,25.00,7.62,  ,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06110000,Judith River nr Utica,46.89162558,-110.2324232,328.00,849.52,,,42.00,12.80,3.50,1.07,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06111000,Ross Fork nr Hobson,46.9927361,-109.795075,337.00,872.83,,,35.00,10.67,2.00,0.61,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06111500,Big Spring Creek nr Lewistown,47.0055274,-109.3507342,20.90,54.13,,,36.00,10.97,2.50,0.76,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06111700,Mill Creek nr Lewistown,46.99552717,-109.447683,3.14,8.13,,,5.00,1.52,1.00,0.30,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06112100,Cottonwood Creek nr Moore,46.9790333,-109.4939361,47.90,124.06,,,30.00,9.14,2.80,0.85,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06115300,Duval Creek nr Landusky,47.75471346,-108.7071008,3.31,8.57,,,14.00,4.27,1.50,0.46,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06115500,North Fork Musselshell River nr Delpine,46.6099517,-110.5757565,31.40,81.33,,,19.00,5.79,2.50,0.76,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06117000,Checkerboard Creek at Delpine,46.57071389,-110.5480472,23.90,61.90,,,20.00,6.10,2.50,0.76,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06118500,South Fork Musselshell River above Martinsdale,46.45328086,-110.3821361,287.00,743.33,,,56.00,17.07,  ,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06129100,North Fork McDonald Creek Tributary near Heath,47.06830657,-109.213505,2.24,5.80,,,8.00,2.44,1.00,0.30,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06129200,Alkali Creek near Heath,47.0788623,-109.1479456,3.76,9.74,,,9.00,2.74,2.00,0.61,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06132400,Dry Fork Milk River near Babb,48.8305356,-113.2014865,17.90,46.36,,,12.00,3.66,3.30,1.01,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06135500,Sage Creek at Q Ranch near Wild  Horse ,49.10805556,-110.2230556,175.00,453.25,,,32.00,9.75,4.20,1.28,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06138800,Spring Coulee near Havre,48.42082606,-109.8652056,17.80,46.10,,,20.00,6.10,1.70,0.52,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06140400,Bullhook Creek near Havre,48.50749816,-109.638809,39.60,102.56,,,17.00,5.18,,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06144500,Lodge  Creek at  International Boundary,49.01666667,-109.75,753.00,1950.26,,,36.00,10.97,5.50,1.68,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06150000,Woodpile Coulee near International Boundary,48.9833418,-109.5312945,60.20,155.92,,,16.00,4.88,3.00,0.91,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06150500,East Fork Battle Creek near International Boundary,48.9716773,-109.1298832,89.50,231.80,,,32.00,9.75,6.30,1.92,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06151000,Lyons Creek at International Boundary,49.00472222,-109.23,66.70,172.75,,,23.00,7.01,2.70,0.82,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06154400,Peoples Creek near Hays,48.2236052,-108.7140459,220.00,569.80,,,53.00,16.15,,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06155100,Black Coulee near Malta,48.21944138,-108.0367916,6.64,17.20,,,9.00,2.74,2.40,0.73,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06155300,Disjardin Coulee near Malta,48.2758304,-107.9642884,4.84,12.54,,,8.50,2.59,1.60,0.49,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06155400,Taylor Coulee near Malta,48.32610845,-107.9145633,5.08,13.16,,,10.00,3.05,1.10,0.34,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06156000,Whitewater Creek near International Boundary,48.9527944,-107.8617645,458.00,1186.21,,,28.00,8.53,,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06169500,Rock Creek below Horse Creek near International Boundary,48.9694672,-106.8394947,328.00,849.52,,,41.00,12.50,,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06170000,McEachern Creek at International Boundary,48.99168918,-106.9283876,182.00,471.38,,,36.00,10.97,,,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06172300,Unger Creek near Vandalia,48.37057318,-106.797275,11.10,28.75,,,14.00,4.27,3.00,0.91,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06172350,Mooney Coulee near Tampico,48.2858524,-106.7092156,14.30,37.04,,,8.00,2.44,0.60,0.18,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06174000,Willow Creek near Glasgow,48.114462,-106.671438,538.00,1393.41,,,50.00,15.24,6.40,1.95,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06175900,Wolf Creek Tributary No. 2 near Wolf Point,48.20168649,-105.7536164,6.10,15.80,,,9.00,2.74,0.60,0.18,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06178500,East Poplar River at International Boundary,48.99944444,-105.4088889,534.00,1383.05,,,59.00,17.98,3.00,0.91,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06182500,Big Muddy Creek at Daleview,48.910875,-104.9390972,279.00,722.61,,,33.00,10.06,5.00,1.52,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06183100,Box Elder Creek near Plentywood,48.82391719,-104.4996775,9.40,24.35,,,11.00,3.35,0.80,0.24,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06183400,Spring Creek at Highway 16 near Plentywood,48.76641696,-104.5252338,16.90,43.77,,,14.00,4.27,1.00,0.30,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06185100,Big Muddy Creek Tributary near Culbertson,48.192798,-104.69774,7.38,19.11,,,10.00,3.05,0.80,0.24,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06185300,Missouri River Tributary No. 4 near Culbertson ,48.1419649,-104.3527259,11.60,30.04,,,8.00,2.44,0.80,0.24,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06185400,Missouri River Tributary No. 5 near Culbertson,48.1586314,-104.5160663,3.67,9.51,,,8.00,2.44,0.90,0.27,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06186500,Yellowstone River at Yellowstone Lake Outlet,44.5674415,-110.3807556,991.00,2566.68,,,186.00,56.69,,,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06187500,Tower Creek at Tower Falls ,44.8922694,-110.3875556,50.40,130.54,,,29.00,8.84,,,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06188000,Lamar River near Tower Falls Ranger Station,44.9282712,-110.3943654,660.00,1709.39,,,135.00,41.15,6.00,1.83,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06191000,Gardiner River near Mammoth,44.9924356,-110.691321,202.00,523.18,,,55.00,16.76,3.00,0.91,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06191500,Yellowstone River at Corwin Springs,45.1118797,-110.7943813,2619.00,6783.18,,,260.00,79.25,,,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06192500,Yellowstone River near Livingston,45.5971581,-110.5660394,3551.00,9197.05,,,300.00,91.44,6.00,1.83,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06193500,Shields River at Clyde Park,45.88604535,-110.6188195,543.00,1406.36,,,75.00,22.86,4.40,1.34,,,Parrett et al. 1983
Rocky Mountain System,Northern Rocky Mountains,Montana,06194000,Brackett Creek near Clyde Park,45.8666001,-110.6702108,57.90,149.96,,,31.00,9.45,2.90,0.88,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06197000,Big Timber Creek near Big Timber,45.95410938,-110.0299113,74.90,193.99,,,65.00,19.81,6.00,1.83,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06197500,Boulder River near Contact,45.5546588,-110.2007458,226.00,585.34,,,95.00,28.96,6.00,1.83,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06200000,Boulder River at Big Timber,45.83410618,-109.9387978,523.00,1354.56,,,140.00,42.67,6.00,1.83,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06200500,Sweet Grass Creek above Melville,46.1541161,-110.088243,63.80,165.24,,,56.00,17.07,3.00,0.91,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06201600,Bridger Creek near Greycliff,45.69132729,-109.7162916,61.50,159.28,,,32.00,9.75,2.00,0.61,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06201650,Work Creek near Reed Point,45.7029942,-109.6251773,32.50,84.17,,,31.00,9.45,4.00,1.22,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06201700,Hump Creek near Reed Point,45.7091054,-109.5923985,7.61,19.71,,,8.00,2.44,1.10,0.34,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06204050,West Rosebud Creek near Roscoe,45.24299835,-109.7312845,52.10,134.94,,,60.00,18.29,5.80,1.77,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06204500,Rosebud Creek near Absarokee,45.4866096,-109.4559998,394.00,1020.46,,,130.00,39.62,5.00,1.52,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06205000,Stillwater River near Absarokee,45.53716465,-109.4204439,935.00,2421.64,,,163.00,49.68,5.50,1.68,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06207800,Bluewater Creek near Bridger,45.3313722,-108.801475,28.10,72.78,,,23.00,7.01,6.00,1.83,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06209500,Rock Creek near Red Lodge,45.0861472,-109.3291889,105.00,271.95,,,80.00,24.38,3.50,1.07,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06210000,West Fork Rock Creek below Basin Creek near Red Lodge,45.1545361,-109.3674333,63.10,163.43,25.94,2.41,32.81,10.00,2.00,0.61,,,Leopold & Wolman 1957
Rocky Mountain System,Middle Rocky Mountains,Montana,06210500,West Fork Rock Creek near Red Lodge,45.15284167,-109.3143333,66.90,173.27,,,60.00,18.29,3.50,1.07,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06211000,Red Lodge Creek above Cooney Reservoir near Boyd,45.4377221,-109.2537702,143.00,370.37,,,46.00,14.02,8.30,2.53,,,Parrett et al. 1983
Rocky Mountain System,Middle Rocky Mountains,Montana,06211500,Willow Creek near Boyd,45.4221667,-109.2304357,53.30,138.05,,,38.00,11.58,5.00,1.52,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06212500,Red Lodge Creek below Cooney Reservoir near Boyd,45.449667,-109.1857122,210.00,543.90,,,55.00,16.76,8.80,2.68,,,Parrett et al. 1983
Interior Plains,Great Plains,Montana,06214500,Yellowstone River at Billings,45.7999528,-108.4673563,11805.00,30574.81,1926.74,179.00,419.95,128.00,3.22,0.98,,,Leopold & Wolman 1957
Rocky Mountain System,Wyoming Basin,Wyoming,06222000,Wind River near Burris,43.4305119,-109.34653,1236.00,3201.23,260.49,24.20,131.23,40.00,2.49,0.76,,,Leopold & Wolman 1957
Rocky Mountain System,Wyoming Basin,Wyoming,06225000,Bull Lake Creek near Lenore,43.24245665,-109.0229052,213.00,551.67,86.86,8.07,91.86,28.00,1.64,0.50,,,Leopold & Wolman 1957
Rocky Mountain System,Wyoming Basin,Wyoming,06228000,Wind River at Riverton,43.01051478,-108.3767701,2309.00,5980.28,336.91,31.30,160.76,49.00,3.61,1.10,,,Leopold & Wolman 1957
Rocky Mountain System,Wyoming Basin,Wyoming,06232500,North Fork Popo Agie River near Lander,42.8830135,-108.788453,134.00,347.06,31.43,2.92,42.65,13.00,1.51,0.46,,,Leopold & Wolman 1957
Rocky Mountain System,Wyoming Basin,Wyoming,06258000,Muddy Creek near Shoshoni,43.2860692,-108.2756554,332,859.88,142.08,13.20,26.90,8.20,2.66,0.81,72.12,6.7,Williams 1978
Rocky Mountain System,Middle Rocky Mountains,Wyoming,06310000,Red Fork near Barnum,43.64996926,-106.7672734,142.00,367.78,8.84,0.82,19.69,6.00,0.98,0.30,,,Leopold & Wolman 1957
Rocky Mountain System,Middle Rocky Mountains,Wyoming,06317500,North Fork Clear Creek near Buffalo,44.3199702,-106.9103335,29.00,75.11,4.88,0.45,22.97,7.00,0.79,0.24,,,Leopold & Wolman 1957
Interior Plains,Great Plains,Wyoming,06318500,Clear Creek near Buffalo,44.33275055,-106.7772735,120.00,310.80,21.53,2.00,42.65,13.00,0.89,0.27,,,Leopold & Wolman 1957
Interior Plains,Central Lowland,Iowa,06483410,Otter Creek north of Sibley,43.461356,-95.741682,11.90,30.82,,,19.30,5.88,2.00,0.61,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06483500,Rock River near Rock Valley,43.214426,-96.294471,1592.00,4123.26,,,188.00,57.30,5.90,1.80,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06600100,Floyd River at Alton,42.981931,-96.001129,268.00,694.12,,,66.30,20.21,7.90,2.41,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06600300,West Branch Floyd River near Struble,42.923877,-96.176966,180.00,466.20,,,76.00,23.16,8.10,2.47,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06600500,Floyd River at James,42.576660,-96.311416,886.00,2294.73,,,131.00,39.93,7.60,2.32,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06605000,Ocheyedan River near Spencer,43.128026,-95.210830,426.00,1103.33,,,158.00,48.16,4.80,1.46,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06605340,Prairie Creek near Spencer,43.087749,-95.161384,22.30,57.76,,,27.10,8.26,3.30,1.01,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06605750,Willow Creek near Cornell,42.972475,-95.161383,78.60,203.57,,,67.80,20.67,5.20,1.58,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06605850,Little Sioux River at Linn Grove,42.895811,-95.243330,1548.00,4009.30,,,150.00,45.72,11.70,3.57,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06606600,Little Sioux River at Correctionville,42.482278,-95.792889,2500.00,6474.97,,,156.00,47.55,12.90,3.93,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06606790,Maple Creek near Alta,42.748870,-95.371391,15.50,40.14,,,27.40,8.35,3.40,1.04,,,Eash 1993
Rocky Mountain System,Southern Rocky Mountains,Colorado  ,06611900,Little Grizzly Creek above Hebron,40.5824791,-106.4500324,52.2,135.20,72.23,6.71,34.12,10.40,1.57,0.48,,,Andrews 1984
Rocky Mountain System,Southern Rocky Mountains,Colorado  ,06614800,Michigan River near Cameron Pass,40.49609409,-105.8650119,1.54,3.99,7.50,0.70,7.61,2.32,0.66,0.20,,,Andrews 1984
Rocky Mountain System,Southern Rocky Mountains,Colorado  ,06620000,North Platte River near North Gate,40.93663889,-106.3391944,1431,3706.27,917.09,85.20,154.86,47.20,3.19,0.97,,,Andrews 1984
Interior Plains,Great Plains,Wyoming,06650000,North Platte River near Douglas,42.68330096,-105.3910963,18338.00,47495.20,455.31,42.30,311.68,95.00,2.99,0.91,,,Leopold & Wolman 1957
Interior Plains,Great Plains,Nebraska ,06686000,North Platte River near Lisco,41.4886111,-102.6258333,26700.00,69152.68,346.60,32.20,400.26,122.00,1.35,0.41,,,Leopold & Wolman 1957
Interior Plains,Great Plains,Nebraska ,06691000,North Platte River near Sutherland,41.21,-101.1172222,29800.00,77181.65,163.61,15.20,341.21,104.00,0.92,0.28,,,Leopold & Wolman 1957
Interior Plains,Great Plains,Nebraska ,06693000,North Platte River North Platte,41.15388889,-100.7588889,30900.00,80030.63,700.73,65.10,541.34,165.00,1.71,0.52,,,Leopold & Wolman 1957
Rocky Mountain System,Southern Rocky Mountains,Colorado  ,06748600,South Fork Cache LaPoudre River near Rustic,40.6469261,-105.493605,92.4,239.31,189.44,17.60,41.99,12.80,2.13,0.65,90.42,8.4,Williams 1978
Interior Plains,Central Lowland,Iowa,06807470,Indian Creek near Emerson,41.030551,-95.381107,37.30,96.61,,,54.40,16.58,4.40,1.34,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06807720,Middle Silver Creek near Avoca,41.475825,-95.468614,3.21,8.31,,,16.20,4.94,2.80,0.85,,,Eash 1993
Interior Plains,Central Lowland,Iowa,06811760,Tarkio River near Elliot,41.101658,-95.102767,10.70,27.71,,,36.10,11.00,5.40,1.65,,,Eash 1993
Interior Plains,Great Plains,Kansas,06865500,Smoky Hill River near Langley,38.611397,-97.952826,7857.00,20349.54,,,,,,,,,Osterkamp et al. 1982
Interior Plains,Central Lowland,Kansas,06866000,Smoky Hill River at Lindsborg,38.565973,-97.673114,8110.00,21004.80,,,,,,,,,Osterkamp et al. 1982
Interior Plains,Central Lowland,Kansas,06866500,Smoky Hill River near Mentor,38.711115,-97.571702,8341.00,21603.09,,,,,,,,,Osterkamp et al. 1982
Interior Plains,Great Plains,Kansas,06868200,Saline River at Wilson Dam,38.974733,-98.490343,1917.00,4965.01,,,110.00,33.53,,,,,Osterkamp et al. 1982
Interior Plains,Great Plains,Kansas,06869500,Saline River at Tescott,39.003892,-97.873932,2820.00,7303.77,,,,,,,,,Osterkamp et al. 1982
Interior Plains,Great Plains,Kansas,06875900,Solomon River near Glen Elder,39.473899,-98.283666,5340.00,13830.54,,, ,,,,,,Osterkamp et al. 1982
Interior Plains,Great Plains,Kansas,06876000,Solomon River at Beloit,39.456304,-98.112696,5530.00,14322.63,,, ,,,,,,Osterkamp et al. 1982
Interior Plains,Great Plains,Kansas,06876900,Solomon River at Niles,38.969166,-97.477251,6770.00,17534.22,,,,,,,,,Osterkamp et al. 1982
Interior Plains,Central Lowland,Kansas,06877600,Smoky Hill River at Enterprise,38.906389,-97.117795,19260.00,49883.17,,, ,,,,,,Osterkamp et al. 1982
Interior Plains,Central Lowland,Kansas,06879100,Kansas River at Fort Riley,39.061665,-96.766396,44870.00,116212.77,,, ,,,,,,Osterkamp et al. 1982
Interior Plains,Central Lowland,Kansas,06887500,Kansas River at Wamego,39.198330,-96.305553,55280.00,143174.54,,,750.00,228.60,,,,,Osterkamp et al. 1982
